timestamp,GHI,DNI,DHI,SA,SZ,CO,Temp
2020-06-01 00:00:00+00:00,0,0,0,-6,105,0.0,9.5
2020-06-01 01:00:00+00:00,0,0,0,-20,103,0.0,8.9
2020-06-01 02:00:00+00:00,0,0,0,-33,99,0.0,8.2
2020-06-01 03:00:00+00:00,0,1,0,-46,93,0.0,7.6
2020-06-01 04:00:00+00:00,44,201,22,-58,86,0.0,7.9
2020-06-01 05:00:00+00:00,166,518,53,-70,78,0.0,10.1
2020-06-01 06:00:00+00:00,317,668,77,-81,69,0.0,12.7
2020-06-01 07:00:00+00:00,471,754,95,-93,60,0.0,14.5
2020-06-01 08:00:00+00:00,614,804,111,-106,51,0.0,15.9
2020-06-01 09:00:00+00:00,734,834,123,-121,43,0.0,17.1
2020-06-01 10:00:00+00:00,820,851,133,-140,36,0.0,18.0
2020-06-01 11:00:00+00:00,866,857,138,-164,32,0.0,19.1
2020-06-01 12:00:00+00:00,862,832,153,169,32,0.5,19.8
2020-06-01 13:00:00+00:00,819,811,155,145,35,0.7,20.3
2020-06-01 14:00:00+00:00,680,576,249,125,41,8.4,20.5
2020-06-01 15:00:00+00:00,505,272,326,109,49,19.5,20.3
2020-06-01 16:00:00+00:00,424,383,218,95,58,13.2,19.9
2020-06-01 17:00:00+00:00,298,407,148,83,67,8.8,19.5
2020-06-01 18:00:00+00:00,177,396,76,72,76,2.8,18.5
2020-06-01 19:00:00+00:00,55,153,37,60,84,5.8,16.4
2020-06-01 20:00:00+00:00,1,0,1,49,92,31.6,14.2
2020-06-01 21:00:00+00:00,0,0,0,36,98,0.0,12.5
2020-06-01 22:00:00+00:00,0,0,0,23,102,1.2,11.3
2020-06-01 23:00:00+00:00,0,0,0,9,104,10.6,10.3
2020-06-02 00:00:00+00:00,0,0,0,-6,105,23.1,9.4
2020-06-02 01:00:00+00:00,0,0,0,-20,103,33.6,8.9
2020-06-02 02:00:00+00:00,0,0,0,-33,99,63.0,8.6
2020-06-02 03:00:00+00:00,0,0,0,-46,93,55.0,8.3
2020-06-02 04:00:00+00:00,28,4,27,-58,86,32.8,8.7
2020-06-02 05:00:00+00:00,147,364,63,-69,78,10.0,10.5
2020-06-02 06:00:00+00:00,303,590,90,-81,69,0.7,12.3
2020-06-02 07:00:00+00:00,376,315,220,-93,60,18.1,13.8
2020-06-02 08:00:00+00:00,488,276,314,-106,51,19.5,15.1
2020-06-02 09:00:00+00:00,710,749,159,-121,43,2.8,16.4
2020-06-02 10:00:00+00:00,818,863,120,-140,36,0.0,17.8
2020-06-02 11:00:00+00:00,866,879,119,-164,32,0.0,19.1
2020-06-02 12:00:00+00:00,870,880,118,169,31,0.0,20.1
2020-06-02 13:00:00+00:00,829,863,120,145,35,0.0,20.8
2020-06-02 14:00:00+00:00,746,829,122,125,41,0.0,21.3
2020-06-02 15:00:00+00:00,624,761,127,109,49,0.5,21.4
2020-06-02 16:00:00+00:00,457,555,162,95,58,5.8,20.7
2020-06-02 17:00:00+00:00,297,364,150,83,67,10.1,19.5
2020-06-02 18:00:00+00:00,129,165,81,72,76,33.7,18.0
2020-06-02 19:00:00+00:00,32,0,32,60,84,40.2,16.1
2020-06-02 20:00:00+00:00,1,0,1,49,91,89.7,14.6
2020-06-02 21:00:00+00:00,0,0,0,36,97,65.3,14.1
2020-06-02 22:00:00+00:00,0,0,0,23,102,58.6,13.9
2020-06-02 23:00:00+00:00,0,0,0,9,104,81.1,13.4
2020-06-03 00:00:00+00:00,0,0,0,-6,104,92.8,12.8
2020-06-03 01:00:00+00:00,0,0,0,-20,103,67.3,12.6
2020-06-03 02:00:00+00:00,0,0,0,-33,98,73.1,12.8
2020-06-03 03:00:00+00:00,0,0,0,-46,93,79.1,12.8
2020-06-03 04:00:00+00:00,3,0,3,-58,86,88.8,12.7
2020-06-03 05:00:00+00:00,20,0,20,-69,78,83.1,12.7
2020-06-03 06:00:00+00:00,23,0,23,-81,69,90.9,12.8
2020-06-03 07:00:00+00:00,87,0,87,-92,60,79.0,12.3
2020-06-03 08:00:00+00:00,111,0,111,-105,51,80.2,11.5
2020-06-03 09:00:00+00:00,138,0,138,-121,43,79.4,11.4
2020-06-03 10:00:00+00:00,133,0,133,-140,36,82.3,11.9
2020-06-03 11:00:00+00:00,168,0,168,-164,32,79.1,12.0
2020-06-03 12:00:00+00:00,192,0,192,170,31,76.2,11.8
2020-06-03 13:00:00+00:00,122,0,122,145,35,84.1,11.7
2020-06-03 14:00:00+00:00,164,0,164,125,41,76.7,11.9
2020-06-03 15:00:00+00:00,160,0,160,108,49,73.2,11.9
2020-06-03 16:00:00+00:00,122,0,122,95,58,74.2,11.8
2020-06-03 17:00:00+00:00,89,0,89,83,67,73.2,11.7
2020-06-03 18:00:00+00:00,40,0,40,72,76,79.0,11.5
2020-06-03 19:00:00+00:00,15,0,15,60,84,68.5,10.6
2020-06-03 20:00:00+00:00,1,0,1,49,91,45.1,9.6
2020-06-03 21:00:00+00:00,0,0,0,36,97,19.2,9.0
2020-06-03 22:00:00+00:00,0,0,0,23,102,45.1,8.5
2020-06-03 23:00:00+00:00,0,0,0,9,104,35.5,8.5
2020-06-04 00:00:00+00:00,0,0,0,-6,104,17.4,8.3
2020-06-04 01:00:00+00:00,0,0,0,-20,102,47.1,7.4
2020-06-04 02:00:00+00:00,0,0,0,-33,98,77.3,6.7
2020-06-04 03:00:00+00:00,0,0,0,-46,93,89.1,6.5
2020-06-04 04:00:00+00:00,6,0,6,-58,86,83.1,6.7
2020-06-04 05:00:00+00:00,38,0,38,-69,78,79.5,8.1
2020-06-04 06:00:00+00:00,89,0,89,-81,69,71.5,9.6
2020-06-04 07:00:00+00:00,132,0,132,-92,60,71.6,10.6
2020-06-04 08:00:00+00:00,138,0,138,-105,51,77.5,11.5
2020-06-04 09:00:00+00:00,229,0,229,-121,43,68.7,11.4
2020-06-04 10:00:00+00:00,388,0,388,-140,36,52.6,11.5
2020-06-04 11:00:00+00:00,444,0,444,-164,32,48.9,12.6
2020-06-04 12:00:00+00:00,197,0,197,170,31,77.4,13.4
2020-06-04 13:00:00+00:00,262,0,262,145,35,68.5,13.8
2020-06-04 14:00:00+00:00,357,0,357,124,41,53.0,13.7
2020-06-04 15:00:00+00:00,262,0,262,108,49,59.4,13.4
2020-06-04 16:00:00+00:00,181,0,181,95,58,63.9,12.9
2020-06-04 17:00:00+00:00,159,0,159,83,67,54.3,11.8
2020-06-04 18:00:00+00:00,52,0,52,72,76,74.1,10.8
2020-06-04 19:00:00+00:00,20,0,20,60,84,66.3,9.9
2020-06-04 20:00:00+00:00,1,0,1,49,91,65.4,8.7
2020-06-04 21:00:00+00:00,0,0,0,36,97,55.3,8.1
2020-06-04 22:00:00+00:00,0,0,0,23,102,53.5,7.9
2020-06-04 23:00:00+00:00,0,0,0,9,104,65.2,7.4
2020-06-05 00:00:00+00:00,0,0,0,-6,104,64.2,7.0
2020-06-05 01:00:00+00:00,0,0,0,-20,102,60.6,7.0
2020-06-05 02:00:00+00:00,0,0,0,-33,98,56.1,6.8
2020-06-05 03:00:00+00:00,0,0,0,-46,93,62.9,6.4
2020-06-05 04:00:00+00:00,14,0,14,-58,86,68.8,7.0
2020-06-05 05:00:00+00:00,77,0,77,-69,77,58.0,7.9
2020-06-05 06:00:00+00:00,204,124,159,-80,69,35.0,8.2
2020-06-05 07:00:00+00:00,204,0,204,-92,60,57.2,7.9
2020-06-05 08:00:00+00:00,306,7,301,-105,51,51.6,7.9
2020-06-05 09:00:00+00:00,410,48,375,-120,43,44.9,9.1
2020-06-05 10:00:00+00:00,658,403,330,-140,36,21.8,10.8
2020-06-05 11:00:00+00:00,587,255,371,-164,31,33.8,11.6
2020-06-05 12:00:00+00:00,711,453,324,170,31,20.2,12.1
2020-06-05 13:00:00+00:00,800,728,201,145,34,6.2,12.4
2020-06-05 14:00:00+00:00,716,680,206,124,41,7.3,12.3
2020-06-05 15:00:00+00:00,628,727,150,108,49,4.5,12.0
2020-06-05 16:00:00+00:00,488,654,138,95,58,5.1,11.3
2020-06-05 17:00:00+00:00,322,451,141,83,67,9.6,10.5
2020-06-05 18:00:00+00:00,182,355,93,72,75,7.6,9.6
2020-06-05 19:00:00+00:00,56,94,43,60,84,19.7,8.4
2020-06-05 20:00:00+00:00,2,0,2,48,91,32.2,7.1
2020-06-05 21:00:00+00:00,0,0,0,36,97,1.1,6.3
2020-06-05 22:00:00+00:00,0,0,0,23,101,30.2,5.8
2020-06-05 23:00:00+00:00,0,0,0,9,104,23.5,5.6
2020-06-06 00:00:00+00:00,0,0,0,-5,104,52.3,5.6
2020-06-06 01:00:00+00:00,0,0,0,-20,102,72.2,5.8
2020-06-06 02:00:00+00:00,0,0,0,-33,98,73.6,6.1
2020-06-06 03:00:00+00:00,0,0,0,-46,92,87.9,6.2
2020-06-06 04:00:00+00:00,8,0,8,-58,85,83.1,6.3
2020-06-06 05:00:00+00:00,39,0,39,-69,77,70.7,6.5
2020-06-06 06:00:00+00:00,64,0,64,-80,69,77.3,6.9
2020-06-06 07:00:00+00:00,119,0,119,-92,60,73.6,7.6
2020-06-06 08:00:00+00:00,166,0,166,-105,51,72.2,8.7
2020-06-06 09:00:00+00:00,500,199,348,-120,43,32.1,10.9
2020-06-06 10:00:00+00:00,564,124,466,-140,36,31.6,13.1
2020-06-06 11:00:00+00:00,551,99,466,-164,31,37.2,13.8
2020-06-06 12:00:00+00:00,510,77,444,170,31,41.3,13.7
2020-06-06 13:00:00+00:00,508,20,491,145,34,38.8,13.6
2020-06-06 14:00:00+00:00,405,117,316,124,41,46.3,13.6
2020-06-06 15:00:00+00:00,313,3,311,108,49,50.9,13.5
2020-06-06 16:00:00+00:00,326,122,261,95,58,35.1,13.3
2020-06-06 17:00:00+00:00,175,44,156,83,67,51.1,12.8
2020-06-06 18:00:00+00:00,134,167,97,72,75,28.8,12.0
2020-06-06 19:00:00+00:00,60,148,39,60,84,19.3,10.7
2020-06-06 20:00:00+00:00,2,0,2,48,91,31.4,9.1
2020-06-06 21:00:00+00:00,0,0,0,36,97,1.1,8.1
2020-06-06 22:00:00+00:00,0,0,0,23,101,11.3,8.0
2020-06-06 23:00:00+00:00,0,0,0,9,104,63.8,8.0
2020-06-07 00:00:00+00:00,0,0,0,-5,104,61.0,7.7
2020-06-07 01:00:00+00:00,0,0,0,-19,102,75.1,7.6
2020-06-07 02:00:00+00:00,0,0,0,-33,98,83.1,8.1
2020-06-07 03:00:00+00:00,0,0,0,-46,92,87.2,8.8
2020-06-07 04:00:00+00:00,3,0,3,-57,85,93.4,9.0
2020-06-07 05:00:00+00:00,13,0,13,-69,77,92.1,9.4
2020-06-07 06:00:00+00:00,47,0,47,-80,69,84.5,9.9
2020-06-07 07:00:00+00:00,86,0,86,-92,60,81.4,10.5
2020-06-07 08:00:00+00:00,127,0,127,-105,51,78.7,11.2
2020-06-07 09:00:00+00:00,194,0,194,-120,42,73.0,11.7
2020-06-07 10:00:00+00:00,203,0,203,-139,36,74.7,11.9
2020-06-07 11:00:00+00:00,287,0,287,-163,31,66.5,12.4
2020-06-07 12:00:00+00:00,430,0,430,170,31,49.8,13.4
2020-06-07 13:00:00+00:00,252,0,252,145,34,69.0,14.6
2020-06-07 14:00:00+00:00,340,0,340,124,41,54.0,14.9
2020-06-07 15:00:00+00:00,426,109,353,108,49,31.9,14.2
2020-06-07 16:00:00+00:00,279,24,266,95,58,43.1,13.7
2020-06-07 17:00:00+00:00,147,0,147,83,67,56.4,13.3
2020-06-07 18:00:00+00:00,69,0,69,72,75,63.4,12.6
2020-06-07 19:00:00+00:00,49,60,41,60,83,31.9,11.0
2020-06-07 20:00:00+00:00,2,0,2,48,91,65.1,8.9
2020-06-07 21:00:00+00:00,0,0,0,36,97,26.9,7.5
2020-06-07 22:00:00+00:00,0,0,0,23,101,3.3,6.9
2020-06-07 23:00:00+00:00,0,0,0,9,104,2.0,6.2
2020-06-08 00:00:00+00:00,0,0,0,-5,104,54.4,5.6
2020-06-08 01:00:00+00:00,0,0,0,-19,102,71.1,5.2
2020-06-08 02:00:00+00:00,0,0,0,-33,98,58.7,4.9
2020-06-08 03:00:00+00:00,1,0,1,-45,92,53.2,4.7
2020-06-08 04:00:00+00:00,13,0,13,-57,85,52.9,5.7
2020-06-08 05:00:00+00:00,38,0,38,-69,77,74.8,7.3
2020-06-08 06:00:00+00:00,85,0,85,-80,69,70.6,8.0
2020-06-08 07:00:00+00:00,171,0,171,-92,60,61.5,8.4
2020-06-08 08:00:00+00:00,270,0,270,-105,51,54.1,9.5
2020-06-08 09:00:00+00:00,264,0,264,-120,42,62.4,11.0
2020-06-08 10:00:00+00:00,268,0,268,-139,36,66.3,12.3
2020-06-08 11:00:00+00:00,527,78,459,-163,31,37.7,12.9
2020-06-08 12:00:00+00:00,572,31,545,170,31,32.2,13.0
2020-06-08 13:00:00+00:00,580,128,476,145,34,27.7,13.5
2020-06-08 14:00:00+00:00,453,45,417,124,41,38.4,14.3
2020-06-08 15:00:00+00:00,358,0,358,108,49,42.2,14.8
2020-06-08 16:00:00+00:00,314,35,294,95,57,34.5,14.6
2020-06-08 17:00:00+00:00,184,0,184,83,66,45.2,14.3
2020-06-08 18:00:00+00:00,81,0,81,72,75,54.2,13.7
2020-06-08 19:00:00+00:00,25,0,25,60,83,55.8,12.1
2020-06-08 20:00:00+00:00,2,0,2,48,91,39.5,10.2
2020-06-08 21:00:00+00:00,0,0,0,36,97,30.9,9.3
2020-06-08 22:00:00+00:00,0,0,0,23,101,52.6,9.3
2020-06-08 23:00:00+00:00,0,0,0,9,104,48.3,9.1
2020-06-09 00:00:00+00:00,0,0,0,-5,104,26.2,8.7
2020-06-09 01:00:00+00:00,0,0,0,-19,102,44.2,8.4
2020-06-09 02:00:00+00:00,0,0,0,-33,98,47.8,8.3
2020-06-09 03:00:00+00:00,0,0,0,-45,92,37.8,8.3
2020-06-09 04:00:00+00:00,12,0,12,-57,85,57.4,8.4
2020-06-09 05:00:00+00:00,40,0,40,-69,77,73.6,8.9
2020-06-09 06:00:00+00:00,146,0,146,-80,69,50.6,9.3
2020-06-09 07:00:00+00:00,230,0,230,-92,60,47.9,9.7
2020-06-09 08:00:00+00:00,336,4,333,-105,51,44.0,11.3
2020-06-09 09:00:00+00:00,409,11,401,-120,42,42.4,12.7
2020-06-09 10:00:00+00:00,371,0,371,-139,35,54.0,13.6
2020-06-09 11:00:00+00:00,538,23,518,-163,31,36.7,14.3
2020-06-09 12:00:00+00:00,554,18,539,170,31,34.4,14.2
2020-06-09 13:00:00+00:00,569,95,489,145,34,29.3,14.6
2020-06-09 14:00:00+00:00,338,0,338,124,40,53.5,15.1
2020-06-09 15:00:00+00:00,357,7,353,108,49,41.2,15.2
2020-06-09 16:00:00+00:00,186,0,186,95,57,61.4,15.1
2020-06-09 17:00:00+00:00,122,0,122,83,66,62.9,14.1
2020-06-09 18:00:00+00:00,53,0,53,72,75,70.7,12.4
2020-06-09 19:00:00+00:00,16,0,16,60,83,75.4,10.8
2020-06-09 20:00:00+00:00,1,0,1,48,91,86.9,9.8
2020-06-09 21:00:00+00:00,0,0,0,36,97,72.7,9.3
2020-06-09 22:00:00+00:00,0,0,0,23,101,76.2,8.9
2020-06-09 23:00:00+00:00,0,0,0,9,103,79.9,8.9
2020-06-10 00:00:00+00:00,0,0,0,-5,104,80.6,9.1
2020-06-10 01:00:00+00:00,0,0,0,-19,102,89.4,9.0
2020-06-10 02:00:00+00:00,0,0,0,-33,98,94.1,8.9
2020-06-10 03:00:00+00:00,0,0,0,-45,92,73.3,8.8
2020-06-10 04:00:00+00:00,10,0,10,-57,85,74.7,8.8
2020-06-10 05:00:00+00:00,31,0,31,-69,77,80.2,9.2
2020-06-10 06:00:00+00:00,79,0,79,-80,69,75.1,9.8
2020-06-10 07:00:00+00:00,245,0,245,-92,60,47.6,10.4
2020-06-10 08:00:00+00:00,339,0,339,-105,51,44.1,11.1
2020-06-10 09:00:00+00:00,166,0,166,-120,42,76.8,12.0
2020-06-10 10:00:00+00:00,193,0,193,-139,35,76.4,13.0
2020-06-10 11:00:00+00:00,305,0,305,-163,31,64.4,13.6
2020-06-10 12:00:00+00:00,388,0,388,170,30,54.1,13.8
2020-06-10 13:00:00+00:00,277,0,277,145,34,65.6,14.3
2020-06-10 14:00:00+00:00,316,0,316,124,40,56.1,14.9
2020-06-10 15:00:00+00:00,367,0,367,108,48,40.5,14.8
2020-06-10 16:00:00+00:00,251,0,251,95,57,47.5,14.4
2020-06-10 17:00:00+00:00,130,0,130,83,66,60.4,13.5
2020-06-10 18:00:00+00:00,85,0,85,71,75,51.0,12.3
2020-06-10 19:00:00+00:00,33,0,33,60,83,49.8,11.4
2020-06-10 20:00:00+00:00,2,0,2,48,90,54.8,10.3
2020-06-10 21:00:00+00:00,0,0,0,36,97,63.4,9.3
2020-06-10 22:00:00+00:00,0,0,0,23,101,41.1,8.9
2020-06-10 23:00:00+00:00,0,0,0,9,103,46.5,8.8
2020-06-11 00:00:00+00:00,0,0,0,-5,104,33.1,8.9
2020-06-11 01:00:00+00:00,0,0,0,-19,102,51.9,9.1
2020-06-11 02:00:00+00:00,0,0,0,-33,98,54.5,9.4
2020-06-11 03:00:00+00:00,0,0,0,-45,92,45.7,9.5
2020-06-11 04:00:00+00:00,10,0,10,-57,85,67.6,9.4
2020-06-11 05:00:00+00:00,41,0,41,-69,77,74.6,10.1
2020-06-11 06:00:00+00:00,105,0,105,-80,69,65.0,11.1
2020-06-11 07:00:00+00:00,161,0,161,-92,60,63.5,11.6
2020-06-11 08:00:00+00:00,178,0,178,-104,51,69.6,11.5
2020-06-11 09:00:00+00:00,168,0,168,-120,42,75.3,10.7
2020-06-11 10:00:00+00:00,122,0,122,-139,35,84.5,10.5
2020-06-11 11:00:00+00:00,258,0,258,-163,31,69.3,12.3
2020-06-11 12:00:00+00:00,474,0,474,170,30,44.3,14.6
2020-06-11 13:00:00+00:00,514,49,475,145,34,37.1,15.8
2020-06-11 14:00:00+00:00,448,31,423,124,40,40.1,16.5
2020-06-11 15:00:00+00:00,235,0,235,108,48,62.9,15.7
2020-06-11 16:00:00+00:00,148,0,148,95,57,69.5,13.8
2020-06-11 17:00:00+00:00,79,0,79,83,66,75.6,12.3
2020-06-11 18:00:00+00:00,48,0,48,71,75,75.4,11.3
2020-06-11 19:00:00+00:00,10,0,10,60,83,82.5,10.6
2020-06-11 20:00:00+00:00,0,0,0,48,90,91.6,10.4
2020-06-11 21:00:00+00:00,0,0,0,36,96,61.8,10.4
2020-06-11 22:00:00+00:00,0,0,0,23,101,69.8,10.6
2020-06-11 23:00:00+00:00,0,0,0,9,103,55.6,10.8
2020-06-12 00:00:00+00:00,0,0,0,-5,104,53.1,11.0
2020-06-12 01:00:00+00:00,0,0,0,-19,102,34.7,11.4
2020-06-12 02:00:00+00:00,0,0,0,-33,98,37.4,11.9
2020-06-12 03:00:00+00:00,1,0,1,-45,92,57.9,12.1
2020-06-12 04:00:00+00:00,15,0,15,-57,85,55.6,12.3
2020-06-12 05:00:00+00:00,29,0,29,-68,77,82.8,12.6
2020-06-12 06:00:00+00:00,79,0,79,-80,68,74.4,12.9
2020-06-12 07:00:00+00:00,204,0,204,-91,60,55.8,13.8
2020-06-12 08:00:00+00:00,406,83,351,-104,51,32.7,15.4
2020-06-12 09:00:00+00:00,610,403,314,-120,42,14.8,16.7
2020-06-12 10:00:00+00:00,351,3,349,-139,35,55.8,17.7
2020-06-12 11:00:00+00:00,251,0,251,-163,31,70.3,16.8
2020-06-12 12:00:00+00:00,197,0,197,170,30,76.7,14.8
2020-06-12 13:00:00+00:00,200,0,200,145,34,75.2,15.0
2020-06-12 14:00:00+00:00,275,0,275,124,40,62.8,16.1
2020-06-12 15:00:00+00:00,238,0,238,108,48,61.8,16.0
2020-06-12 16:00:00+00:00,159,0,159,95,57,67.6,15.5
2020-06-12 17:00:00+00:00,84,0,84,83,66,75.2,15.5
2020-06-12 18:00:00+00:00,34,0,34,71,75,81.1,14.9
2020-06-12 19:00:00+00:00,19,0,19,60,83,65.9,14.1
2020-06-12 20:00:00+00:00,2,0,2,48,90,66.5,13.7
2020-06-12 21:00:00+00:00,0,0,0,36,96,90.2,13.5
2020-06-12 22:00:00+00:00,0,0,0,23,101,70.0,13.3
2020-06-12 23:00:00+00:00,0,0,0,9,103,81.4,13.2
2020-06-13 00:00:00+00:00,0,0,0,-5,104,90.8,13.1
2020-06-13 01:00:00+00:00,0,0,0,-19,102,85.9,13.1
2020-06-13 02:00:00+00:00,0,0,0,-32,98,78.3,13.0
2020-06-13 03:00:00+00:00,0,0,0,-45,92,96.6,12.9
2020-06-13 04:00:00+00:00,5,0,5,-57,85,92.0,13.1
2020-06-13 05:00:00+00:00,33,0,33,-68,77,82.2,13.7
2020-06-13 06:00:00+00:00,182,0,182,-80,68,41.6,14.4
2020-06-13 07:00:00+00:00,250,0,250,-91,60,45.7,15.2
2020-06-13 08:00:00+00:00,445,176,331,-104,51,27.0,16.5
2020-06-13 09:00:00+00:00,532,173,404,-119,42,26.9,17.6
2020-06-13 10:00:00+00:00,557,95,480,-139,35,31.4,18.1
2020-06-13 11:00:00+00:00,552,26,530,-163,31,36.0,18.5
2020-06-13 12:00:00+00:00,510,46,471,170,30,41.0,19.0
2020-06-13 13:00:00+00:00,551,182,400,145,34,33.4,19.8
2020-06-13 14:00:00+00:00,380,37,350,124,40,49.8,20.4
2020-06-13 15:00:00+00:00,387,171,276,108,48,39.4,20.3
2020-06-13 16:00:00+00:00,381,276,224,95,57,25.5,19.4
2020-06-13 17:00:00+00:00,236,92,195,83,66,34.4,18.3
2020-06-13 18:00:00+00:00,172,272,96,71,75,18.3,17.2
2020-06-13 19:00:00+00:00,33,0,33,60,83,53.6,15.9
2020-06-13 20:00:00+00:00,3,0,3,48,90,64.5,14.5
2020-06-13 21:00:00+00:00,0,0,0,36,96,64.1,13.5
2020-06-13 22:00:00+00:00,0,0,0,23,101,37.8,13.2
2020-06-13 23:00:00+00:00,0,0,0,9,103,5.6,12.9
2020-06-14 00:00:00+00:00,0,0,0,-5,104,0.0,12.6
2020-06-14 01:00:00+00:00,0,0,0,-19,102,10.8,12.1
2020-06-14 02:00:00+00:00,0,0,0,-32,98,4.2,11.8
2020-06-14 03:00:00+00:00,1,2,1,-45,92,5.7,11.5
2020-06-14 04:00:00+00:00,23,3,23,-57,85,42.3,11.7
2020-06-14 05:00:00+00:00,44,0,44,-68,77,72.9,12.9
2020-06-14 06:00:00+00:00,85,0,85,-80,68,72.7,14.1
2020-06-14 07:00:00+00:00,186,0,186,-91,59,60.1,15.2
2020-06-14 08:00:00+00:00,212,0,212,-104,51,64.7,16.3
2020-06-14 09:00:00+00:00,366,29,345,-119,42,48.6,17.2
2020-06-14 10:00:00+00:00,433,19,417,-139,35,46.2,18.1
2020-06-14 11:00:00+00:00,766,547,296,-163,31,9.8,18.7
2020-06-14 12:00:00+00:00,608,144,484,170,30,28.1,19.0
2020-06-14 13:00:00+00:00,523,47,485,145,34,35.1,19.1
2020-06-14 14:00:00+00:00,559,302,328,124,40,23.5,19.0
2020-06-14 15:00:00+00:00,501,273,310,108,48,19.7,19.0
2020-06-14 16:00:00+00:00,214,0,214,95,57,56.1,18.9
2020-06-14 17:00:00+00:00,92,0,92,83,66,72.5,18.5
2020-06-14 18:00:00+00:00,60,0,60,71,75,69.6,17.9
2020-06-14 19:00:00+00:00,16,0,16,60,83,71.9,16.5
2020-06-14 20:00:00+00:00,2,0,2,48,90,59.7,14.7
2020-06-14 21:00:00+00:00,0,0,0,36,96,51.4,13.7
2020-06-14 22:00:00+00:00,0,0,0,23,101,50.8,13.2
2020-06-14 23:00:00+00:00,0,0,0,9,103,54.2,12.8
2020-06-15 00:00:00+00:00,0,0,0,-5,103,19.7,12.5
2020-06-15 01:00:00+00:00,0,0,0,-19,102,37.3,12.3
2020-06-15 02:00:00+00:00,0,0,0,-32,98,17.6,12.1
2020-06-15 03:00:00+00:00,0,0,0,-45,92,49.4,12.1
2020-06-15 04:00:00+00:00,24,0,24,-57,85,46.1,12.6
2020-06-15 05:00:00+00:00,78,0,78,-68,77,49.8,13.5
2020-06-15 06:00:00+00:00,83,0,83,-79,68,71.9,14.2
2020-06-15 07:00:00+00:00,161,0,161,-91,59,64.3,14.7
2020-06-15 08:00:00+00:00,224,0,224,-104,51,62.6,15.3
2020-06-15 09:00:00+00:00,314,0,314,-119,42,56.1,16.0
2020-06-15 10:00:00+00:00,444,7,438,-138,35,44.8,16.6
2020-06-15 11:00:00+00:00,736,457,341,-162,31,13.6,17.5
2020-06-15 12:00:00+00:00,853,789,171,170,30,0.0,18.5
2020-06-15 13:00:00+00:00,815,776,169,145,34,0.0,19.3
2020-06-15 14:00:00+00:00,711,653,209,124,40,3.8,19.6
2020-06-15 15:00:00+00:00,589,558,217,108,48,5.7,19.6
2020-06-15 16:00:00+00:00,321,239,181,95,57,36.1,19.5
2020-06-15 17:00:00+00:00,194,0,194,83,66,42.8,19.0
2020-06-15 18:00:00+00:00,124,0,124,71,75,34.7,18.4
2020-06-15 19:00:00+00:00,51,17,49,60,83,29.0,16.9
2020-06-15 20:00:00+00:00,1,0,1,49,90,74.1,14.8
2020-06-15 21:00:00+00:00,0,0,0,36,96,58.9,13.7
2020-06-15 22:00:00+00:00,0,0,0,23,101,73.7,13.4
2020-06-15 23:00:00+00:00,0,0,0,9,103,79.4,13.1
2020-06-16 00:00:00+00:00,0,0,0,-5,103,83.7,12.6
2020-06-16 01:00:00+00:00,0,0,0,-19,102,73.1,12.2
2020-06-16 02:00:00+00:00,0,0,0,-32,98,35.8,11.9
2020-06-16 03:00:00+00:00,0,0,0,-45,92,34.6,11.7
2020-06-16 04:00:00+00:00,12,0,12,-57,85,64.0,12.1
2020-06-16 05:00:00+00:00,38,0,38,-68,77,74.9,13.3
2020-06-16 06:00:00+00:00,137,0,137,-79,68,54.2,14.6
2020-06-16 07:00:00+00:00,218,0,218,-91,59,51.1,15.7
2020-06-16 08:00:00+00:00,288,0,288,-104,51,51.2,16.9
2020-06-16 09:00:00+00:00,345,0,345,-119,42,50.9,17.7
2020-06-16 10:00:00+00:00,476,0,476,-138,35,40.0,18.4
2020-06-16 11:00:00+00:00,492,0,492,-162,31,41.3,18.8
2020-06-16 12:00:00+00:00,431,1,430,170,30,48.8,19.0
2020-06-16 13:00:00+00:00,336,0,336,145,34,57.9,19.4
2020-06-16 14:00:00+00:00,392,40,362,124,40,45.2,19.5
2020-06-16 15:00:00+00:00,246,0,246,108,48,59.7,19.4
2020-06-16 16:00:00+00:00,307,14,300,95,57,33.6,19.2
2020-06-16 17:00:00+00:00,203,61,176,83,66,39.0,18.8
2020-06-16 18:00:00+00:00,65,0,65,72,75,65.9,18.0
2020-06-16 19:00:00+00:00,14,0,14,60,83,75.3,16.7
2020-06-16 20:00:00+00:00,1,0,1,49,90,79.8,15.3
2020-06-16 21:00:00+00:00,0,0,0,36,96,95.4,14.6
2020-06-16 22:00:00+00:00,0,0,0,23,101,95.1,14.1
2020-06-16 23:00:00+00:00,0,0,0,9,103,96.7,13.3
2020-06-17 00:00:00+00:00,0,0,0,-5,103,25.6,12.5
2020-06-17 01:00:00+00:00,0,0,0,-19,102,16.1,12.0
2020-06-17 02:00:00+00:00,0,0,0,-32,98,54.9,11.6
2020-06-17 03:00:00+00:00,1,0,1,-45,92,40.5,11.3
2020-06-17 04:00:00+00:00,20,0,20,-57,85,48.9,11.8
2020-06-17 05:00:00+00:00,52,0,52,-68,77,65.3,13.2
2020-06-17 06:00:00+00:00,103,0,103,-79,68,65.9,14.6
2020-06-17 07:00:00+00:00,155,0,155,-91,59,65.7,15.7
2020-06-17 08:00:00+00:00,252,0,252,-104,51,57.5,16.8
